=X=X=X=X=X=X=X=X=X=X= FICHERO CSV =X=X=X=X=X=X=X=X=X=

 ============ LISTA EVENTOS GRATIS ===========

 Total: 768

(11951201) Titulo: 20 a tocar, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE CERECINOS
(11964592) Titulo: Las aventuras del Pollo Pepe, Precio: 0, Gratis: true, Direccion: CP: 28035, GLORIETA PRADERA DE VAQUERIZAS
(11936940) Titulo: Las canciones de la abuela, Precio: 0, Gratis: true, Direccion: CP: 28021, CALLE MARIA MARTINEZ OVIOL
(11932873) Titulo: Las canciones de tu vida. Un recital  l�rico teatral, Precio: 0, Gratis: true, Direccion: CP: 28032, CALLE VILLARDONDIEGO
(11663132) Titulo: Las compositoras detra?s del jazz, Precio: 0, Gratis: true, Direccion: CP: 28035, GLORIETA PRADERA DE VAQUERIZAS
(11965024) Titulo: Las desventuras de D. Quijote, Precio: 0, Gratis: true, Direccion: CP: 28032, CALLE VILLARDONDIEGO
(11940819) Titulo: Las Emociones Jugando Al Escondite, Precio: 0, Gratis: true, Direccion: CP: 28011, CALLE EL GRECO
(11964122) Titulo: Las mujeres de San Ferm�n cuentan su historia, Precio: 0, Gratis: true, Direccion: CP: 28041, AVENIDA SAN FERMIN
(11944488) Titulo: Las Sinsombrero en el Retiro, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO COLOMBIA
(11945658) Titulo: Las tres naranjas m�gicas, Precio: 0, Gratis: true, Direccion: CP: 28028, CALLE ENRIQUE D'ALMONTE
(11954905) Titulo: Las vacaciones de Yoko, Precio: 0, Gratis: true, Direccion: CP: 28022, Ntilde A
(11964411) Titulo: Las voces de Rafael Cadenas, Precio: 0, Gratis: true, Direccion: CP: 28032, BULEVAR INDALECIO PRIETO
(11912865) Titulo: Le Fumiste - Villa de Vallecas, Precio: 0, Gratis: true, Direccion: CP: 28032, BULEVAR INDALECIO PRIETO
(11958737) Titulo: Leo y los colores, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE MANUEL VELEZ
(11678622) Titulo: Let's practice english!, Precio: 0, Gratis: true, Direccion: CP: 28029, AVENIDA MONFORTE DE LEMOS
(11933168) Titulo: Let�s talk in English (Taller de conversacion en Ingl�s)., Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11966483) Titulo: Libera 1m� por la naturaleza, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11743939) Titulo: Lib�rate, Precio: 0, Gratis: true, Direccion: CP: 28001, PLAZA COLON
(11962652) Titulo: Lib�rate. Mayores LGTBI+  de Javier Vaquero Ollero y Christian Fern�ndez Mir�n, Precio: 0, Gratis: true, Direccion: CP: 28001, PLAZA COLON
(11957606) Titulo: Liuba Mar�a Hevia, Precio: 0, Gratis: true, Direccion: CP: 28017, CALLE SANTA FELICIDAD
(11957206) Titulo: Ll�vame a Benidorm, Precio: 0, Gratis: true, Direccion: CP: 28022, AVENIDA S�PTIMA
(10631940) Titulo: Lo previsible, Precio: 0, Gratis: true, Direccion: CP: 28035, GLORIETA PRADERA DE VAQUERIZAS
(11945347) Titulo: Loco montaje de un clasico, Precio: 0, Gratis: true, Direccion: CP: 28008, CALLE SANTA POLA
(11959083) Titulo: Los bucaneros, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE Cerro Almod�var
(11965628) Titulo: Los cuadros de mi vejez, Precio: 0, Gratis: true, Direccion: CP: 28022, AVENIDA S�PTIMA
(10631962) Titulo: Los desenlaces, Precio: 0, Gratis: true, Direccion: CP: 28035, GLORIETA PRADERA DE VAQUERIZAS
(11958908) Titulo: Los girasoles silvestres, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE MANUEL VELEZ
(11965082) Titulo: Los Players -  Latina, Precio: 0, Gratis: true, Direccion: CP: 28047, CALLE ILLESCAS
(11931821) Titulo: Los rostros del 11M, Precio: 0, Gratis: true, Direccion: CP: 28037, CALLE SAN ROM�N DEL VALLE
(11945196) Titulo: Los toros, un arte vivo, Precio: 0, Gratis: true, Direccion: CP: 28045, PASEO CHOPERA
(11965232) Titulo: Luces de Bohemia, Precio: 0, Gratis: true, Direccion: CP: 28022, AVENIDA S�PTIMA
(11955318) Titulo: Ludoteca de Chamart�n en Semana Santa, Precio: 0, Gratis: true, Direccion: CP: 28016, CALLE ENRIQUE JARDIEL PONCELA
(11944191) Titulo: Ludoteca en Hortaleza. Semana Santa 2023, Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11854074) Titulo: Ludoteca en la Biblioteca �ngel Gonz�lez, Precio: 0, Gratis: true, Direccion: CP: 28024, CALLE GRANJA DE TORREHERMOSA
(11577565) Titulo: Ludoteca infantil, Precio: 0, Gratis: true, Direccion: CP: 28034, PLAZA ISLAS AZORES
(11577566) Titulo: Ludoteca infantil, Precio: 0, Gratis: true, Direccion: CP: 28048, CALLE MIRA EL RIO
(11942494) Titulo: Lugares, Precio: 0, Gratis: true, Direccion: CP: 28045, PASEO CHOPERA
(11932380) Titulo: Madrid, Precio: 0, Gratis: true, Direccion: CP: 28022, CALLE FEBRERO
(11958846) Titulo: Madrid, Madrid, Madrid, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE MANUEL VELEZ
(11912871) Titulo: Maestro de barra - Chamberi, Precio: 0, Gratis: true, Direccion: CP: 28015, CALLE GALILEO
(11965106) Titulo: Magia In�s...plicable, Precio: 0, Gratis: true, Direccion: CP: 28022, CALLE ALIAGA
(11939875) Titulo: Magic Salso, Precio: 0, Gratis: true, Direccion: CP: 28053, AVENIDA DE LAS GLORIETAS
(11932472) Titulo: Maravillas mi paisaje urbano de Tribunal a Conde Duque, Precio: 0, Gratis: true, Direccion: CP: 28015, CALLE CONDE DUQUE
(11932065) Titulo: Marcap�ginas, etiquetas y tags, Precio: 0, Gratis: true, Direccion: CP: 28022, AVENIDA S�PTIMA
(11966051) Titulo: Marcha en bici por Madrid con todos los Centros de Educaci�n Ambiental, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE DOCTOR TOLOSA LATOUR
(11944730) Titulo: Mar�a Gracia: Espa�olear, Precio: 0, Gratis: true, Direccion: CP: 28042, CALLE BOTICA
(11944717) Titulo: Mar�a Rub�: La Flor de los cantes, Precio: 0, Gratis: true, Direccion: CP: 28042, CALLE BOTICA
(11940807) Titulo: Marketing, Precio: 0, Gratis: true, Direccion: CP: 28020, CALLE BRAVO MURILLO
(11959031) Titulo: M�s chulo que un 8, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE MONTE DE MONTJUICH
(11944518) Titulo: Mata Hari, Precio: 0, Gratis: true, Direccion: CP: 28035, CALLE ISLA DE ONS
(11932712) Titulo: Medicina tradicional china: reino de la madera, Precio: 0, Gratis: true, Direccion: CP: 28017, CALLE NUESTRA SE�ORA DEL VILLAR
(11965785) Titulo: Melod�as de Broadway, Precio: 0, Gratis: true, Direccion: CP: 28039, CALLE ALMANSA
(11932690) Titulo: Memorias de mujeres. Futuros feministas, Precio: 0, Gratis: true, Direccion: CP: 28041, AVENIDA SAN FERMIN
(11933319) Titulo: Meren-dola, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11896876) Titulo: Mi ciudad, Precio: 0, Gratis: true, Direccion: CP: 28035, CALLE ISLA DE ONS
(11956821) Titulo: Mi peque�o samur�i, Precio: 0, Gratis: true, Direccion: CP: 28037, CALLE SAN ROM�N DEL VALLE
(11923745) Titulo: Micelio, Precio: 0, Gratis: true, Direccion: CP: 28014, PLAZA CIBELES
(11944347) Titulo: Mikroconcierto, Precio: 0, Gratis: true, Direccion: CP: 28049, Avenida Santuario de Valverde
(11933832) Titulo: Mindfulness, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11946829) Titulo: Mis compa�eros, Precio: 0, Gratis: true, Direccion: CP: 28050, CALLE PRINCESA DE EBOLI
(11093012) Titulo: Misterios de La Quinta, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11854292) Titulo: Misterios de La Quinta:, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11471522) Titulo: Mofli el koala, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11344616) Titulo: Mon�logo interior, Precio: 0, Gratis: true, Direccion: CP: 28035, GLORIETA PRADERA DE VAQUERIZAS
(11964739) Titulo: Mujeres a la �pera, Precio: 0, Gratis: true, Direccion: CP: 28037, CALLE SAN ROM�N DEL VALLE
(11700097) Titulo: Mujeres �rbol. Exposici�n, Precio: 0, Gratis: true, Direccion: CP: 28042, CALLE PLAYA DE SAN JUAN
(11943200) Titulo: Mujeres �rbol: un viaje por la creaci�n art�stica, Precio: 0, Gratis: true, Direccion: CP: 28042, CALLE PLAYA DE SAN JUAN
(11893500) Titulo: Mujeres Compartiendo Sabidur�a: Tinta violeta. Escritura creativa, Precio: 0, Gratis: true, Direccion: CP: 28015, CALLE ANDRES MELLADO
(11962061) Titulo: Mujeres empoderadas que empoderan, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO COLOMBIA
(11938328) Titulo: Mujeres que inspiraron a Picasso, Precio: 0, Gratis: true, Direccion: CP: 28019, CALLE VERDAD
(11903349) Titulo: Mundos. Goya y Fabelo, Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11946462) Titulo: M�sica en la corte, Precio: 0, Gratis: true, Direccion: CP: 28043, CALLE CARRIL DEL CONDE
(11944193) Titulo: M�sica: Concierto a cargo de Acci�n Social por la M�sica, Precio: 0, Gratis: true, Direccion: CP: 28029, PLAZA DONOSO
(11965990) Titulo: M�sica: 'Concierto coral'. A cargo del Coro Virgen de la Paloma., Precio: 0, Gratis: true, Direccion: CP: 28020, CALLE BRAVO MURILLO
(11965997) Titulo: M�sica: 'Encuentros con el tango'. A cargo de Mariel Mart�nez y Fabi�n Carbone., Precio: 0, Gratis: true, Direccion: CP: 28020, CALLE BRAVO MURILLO
(11940843) Titulo: M�sica: 'Fideo y Cata', Precio: 0, Gratis: true, Direccion: CP: 28039, CALLE ALMANSA
(11090201) Titulo: Nautilus, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11090202) Titulo: Nautilus, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11964417) Titulo: Nicolas Ospina presenta 'Piano solo'., Precio: 0, Gratis: true, Direccion: CP: 28032, CALLE VILLARDONDIEGO
(11937164) Titulo: No es lugar para rencores, Precio: 0, Gratis: true, Direccion: CP: 28044, CALLE SERRADILLA
(11941316) Titulo: No es para tanto, Precio: 0, Gratis: true, Direccion: CP: 28047, CALLE CAMARENA
(11887721) Titulo: Nosotras: las artistas que llevamos dentro, Precio: 0, Gratis: true, Direccion: CP: 28047, CALLE MARCELINO CASTILLO
(11912837) Titulo: Nostalgia cubana - Hortaleza, Precio: 0, Gratis: true, Direccion: CP: 28043, CALLE CARRIL DEL CONDE
(11962060) Titulo: Novecento, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO COLOMBIA
(11963039) Titulo: Novo teatro presenta: Sainetes de nuestra sociedad, Precio: 0, Gratis: true, Direccion: CP: 28029, AVENIDA MONFORTE DE LEMOS
(11937121) Titulo: Oasis, Precio: 0, Gratis: true, Direccion: CP: 28047, CALLE CASTROSERNA
(10857153) Titulo: Oficina de Informaci�n Juvenil Zona 3, Precio: 0, Gratis: true, Direccion: CP: 28044, CALLE RODRIGO DE ARANA
(11965129) Titulo: Olvidos, Precio: 0, Gratis: true, Direccion: CP: 28022, CALLE ALIAGA
(11965151) Titulo: Ooh!, Precio: 0, Gratis: true, Direccion: CP: 28022, CALLE ALIAGA
(11965719) Titulo: Optimizaci�n de facturas, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE DOCTOR TOLOSA LATOUR
(11946920) Titulo: Organismos imaginados, Precio: 0, Gratis: true, Direccion: CP: 28008, PLAZA MONCLOA
(11937786) Titulo: Orquesta Espont�nea - Ensemble Orbis - Arganzuela, Precio: 0, Gratis: true, Direccion: CP: 28045, CALLE MENESES
(11946817) Titulo: Orquesta Sinf�nica de la UAX, Precio: 0, Gratis: true, Direccion: CP: 28050, CALLE PRINCESA DE EBOLI
(11946809) Titulo: Orquestas y Banda de Ense�anzas Profesionales, Precio: 0, Gratis: true, Direccion: CP: 28050, CALLE PRINCESA DE EBOLI
(11292799) Titulo: Otras ciudades invisibles, Precio: 0, Gratis: true, Direccion: CP: 28035, GLORIETA PRADERA DE VAQUERIZAS
(11951229) Titulo: Pajarico pintado, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO COLOMBIA
(11945522) Titulo: Pandora, Precio: 0, Gratis: true, Direccion: CP: 28028, CALLE ENRIQUE D'ALMONTE
(11934567) Titulo: Papiroflexia con papel reciclado, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11958196) Titulo: Paseando a Buster  C�a. Goutas Teatro, Precio: 0, Gratis: true, Direccion: CP: 28037, CALLE HERMANOS GARCIA NOBLEJAS
(11777688) Titulo: Paseo ornitol�gico, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11965786) Titulo: Paseo ornitol�gico, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11962937) Titulo: Paseo urbano por el barrio de El Pilar, Precio: 0, Gratis: true, Direccion: CP: 28029, AVENIDA MONFORTE DE LEMOS
(11940768) Titulo: Pasi�n, Precio: 0, Gratis: true, Direccion: CP: 28044, AVENIDA LAS AGUILAS
(11952034) Titulo: Pasi�n, Precio: 0, Gratis: true, Direccion: CP: 28044, AVENIDA LAS AGUILAS
(11955417) Titulo: Pasi�n fracasada, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO COLOMBIA
(11922900) Titulo: Pasitos - Okarino Trapisonda (Madrid), Precio: 0, Gratis: true, Direccion: CP: 28009, AVENIDA M�XICO
(11965350) Titulo: Pastores por un d�a, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11965354) Titulo: Pastores por un d�a, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11965376) Titulo: Pastores por un d�a, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11933819) Titulo: Personajes Siniestros de la Historia: Leopoldo II de B�lgica y Stalin, Precio: 0, Gratis: true, Direccion: CP: 28019, CALLE ISAAC ALBENIZ
(11933864) Titulo: Personajes Siniestros de la Historia: Pol Pot Idi Amin y resumen final, Precio: 0, Gratis: true, Direccion: CP: 28019, CALLE ISAAC ALBENIZ
(11933791) Titulo: Personajes Siniestros de la Historia: Rasput�n y la ca�da de los zares de Rusia, Precio: 0, Gratis: true, Direccion: CP: 28019, CALLE ISAAC ALBENIZ
(11965475) Titulo: Pescando ando, Precio: 0, Gratis: true, Direccion: CP: 28022, AVENIDA S�PTIMA
(11934700) Titulo: Pictionary, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11944305) Titulo: Pintando en la cocina, Precio: 0, Gratis: true, Direccion: CP: 28012, CALLE OLIVAR
(11919142) Titulo: Pintura realista - C�sar Gonz�lez, Precio: 0, Gratis: true, Direccion: CP: 28002, CALLE MANTUANO
(11934118) Titulo: Pipoes�a, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11964887) Titulo: Pisando fuerte: charla de crecimiento personal II, Precio: 0, Gratis: true, Direccion: CP: 28029, PLAZA DONOSO
(11912365) Titulo: Pizza Alla Mozarella, Precio: 0, Gratis: true, Direccion: CP: 28035, GLORIETA PRADERA DE VAQUERIZAS
(11932982) Titulo: Play-Pipo, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11957533) Titulo: Poes�a y primavera en Canillejas, Precio: 0, Gratis: true, Direccion: CP: 28022, CALLE BOLTA�A
(11922500) Titulo: Polichinela. El Retablo (Madrid), Precio: 0, Gratis: true, Direccion: CP: 28009, AVENIDA M�XICO
(11966011) Titulo: Ponte a prueba, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11933500) Titulo: Pr�ctica de ajedrez, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11933255) Titulo: Pr�ctica futbol�n, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11934706) Titulo: Pregunta a la OIJ, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11956321) Titulo: Presentaci�n y cuentacuentos del libro infantil  'La vida secreta de los planetas', Precio: 0, Gratis: true, Direccion: CP: 28004, CALLE BARCELO
(11952415) Titulo: Primavera en Chamart�n 2023, Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11951864) Titulo: Pristina, Precio: 0, Gratis: true, Direccion: CP: 28011, CALLE EL GRECO
(11920609) Titulo: Probando, probando?Improvisando teatro, Precio: 0, Gratis: true, Direccion: CP: 28027, AVENIDA BADAJOZ
(11934701) Titulo: Producci�n art�stica, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11944676) Titulo: Programa de actividades en el Centro Cultural Miguel Hern�ndez (Latina), Precio: 0, Gratis: true, Direccion: CP: 28044, CALLE SERRADILLA
(11909518) Titulo: Programa Juvenil de Villaverde - Invierno 2023, Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11932129) Titulo: Proyecci�n de cortos, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE DOCTOR TOLOSA LATOUR
(11949940) Titulo: Proyecto Fahrenheit 451 Personas-libro, Precio: 0, Gratis: true, Direccion: CP: 28005, CALLE SAN JUSTO
(11948222) Titulo: Puesta en escena. Herramientas humor�sticas. Lenguaje corporal, gesto, voz, ritmo, Precio: 0, Gratis: true, Direccion: CP: 28049, Avenida Santuario de Valverde
(11937079) Titulo: Pura habladur�a, Precio: 0, Gratis: true, Direccion: CP: 28011, CALLE EL GRECO
(11940811) Titulo: Ra�ces de Chile, Precio: 0, Gratis: true, Direccion: CP: 28011, CALLE EL GRECO
(11905927) Titulo: Raquel L�a d�o - Chamberi, Precio: 0, Gratis: true, Direccion: CP: 28015, CALLE GALILEO
(11833849) Titulo: Reading Club: Club de lectura en ingl�s, Precio: 0, Gratis: true, Direccion: CP: 28022, CALLE MARIA SEVILLA DIAGO
(11761088) Titulo: Reading Club: Club de lectura en ingl�s, Precio: 0, Gratis: true, Direccion: CP: 28039, CALLE FRANCOS RODRIGUEZ
(11760908) Titulo: Reading Club: Club de lectura en ingl�s, Precio: 0, Gratis: true, Direccion: CP: 28004, CALLE BARCELO
(11793731) Titulo: Reading Club: Club de lectura en ingl�s, Precio: 0, Gratis: true, Direccion: CP: 28002, CALLE MANTUANO
(11940213) Titulo: Rebanda de Vallecas, Precio: 0, Gratis: true, Direccion: CP: 28053, CALLE CONCEJO DE TEVERGA
(11955875) Titulo: Recital de poes�a ucraniana por Jos� Andr�s �lvaro Oc�riz, Precio: 0, Gratis: true, Direccion: CP: 28050, CALLE PRINCESA DE EBOLI
(11955950) Titulo: Recital po�tico de Eva L�pez del Pino, Precio: 0, Gratis: true, Direccion: CP: 28029, AVENIDA MONFORTE DE LEMOS
(11964282) Titulo: Recital po�tico y charla: 'Autistas al poder', Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE DOCTOR TOLOSA LATOUR
(11957677) Titulo: Recitando desde el Siglo de Oro, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE ZAZUAR
(11965534) Titulo: Recordando a Gabriela Mistral, Precio: 0, Gratis: true, Direccion: CP: 28041, AVENIDA SAN FERMIN
(11958977) Titulo: Recreaci�n hist�rica  2 de mayo Madrid, Precio: 0, Gratis: true, Direccion: CP: 28051, AVENIDA LA GAVIA
(11938998) Titulo: Redes, Precio: 0, Gratis: true, Direccion: CP: 28019, AVENIDA OPORTO
(11937049) Titulo: Redes, Precio: 0, Gratis: true, Direccion: CP: 28024, CARRETERA BOADILLA DEL MONTE
(11777700) Titulo: Refugios de fauna, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11942808) Titulo: Relaci�n abierta, Precio: 0, Gratis: true, Direccion: CP: 28045, PASEO CHOPERA
(11956862) Titulo: Relaci�n abierta, Precio: 0, Gratis: true, Direccion: CP: 28022, CALLE ALIAGA
(11966060) Titulo: Relaci�n abierta, Precio: 0, Gratis: true, Direccion: CP: 28020, CALLE BRAVO MURILLO
(11957946) Titulo: Relaciones, cuentos y relatos, Precio: 0, Gratis: true, Direccion: CP: 28043, CALLE SAN NEMESIO
(11815459) Titulo: Remedial English, Precio: 0, Gratis: true, Direccion: CP: 28039, CALLE FRANCOS RODRIGUEZ
(11759300) Titulo: Remedial English Stage 1, Precio: 0, Gratis: true, Direccion: CP: 28004, CALLE BARCELO
(11792672) Titulo: Remedial English Stage 1, Precio: 0, Gratis: true, Direccion: CP: 28002, CALLE MANTUANO
(11764235) Titulo: Remedial English Stage 1, Precio: 0, Gratis: true, Direccion: CP: 28005, CALLE SAN JUSTO
(11833673) Titulo: Remedial English Stage 2, Precio: 0, Gratis: true, Direccion: CP: 28022, CALLE MARIA SEVILLA DIAGO
(11814410) Titulo: Remedial English Stage 2, Precio: 0, Gratis: true, Direccion: CP: 28005, CALLE SAN JUSTO
(11814760) Titulo: Remedial English Stage 2, Precio: 0, Gratis: true, Direccion: CP: 28004, CALLE BARCELO
(11813700) Titulo: Remedial English Stage 2, Precio: 0, Gratis: true, Direccion: CP: 28002, CALLE MANTUANO
(11945820) Titulo: Reparto de �rboles ornamentales, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO FERNAN NU�EZ
(11933445) Titulo: Reto deportivo, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11964251) Titulo: Reutilizando materiales, Zool�pices, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE DOCTOR TOLOSA LATOUR
(11827513) Titulo: Revolutionary Road, Precio: 0, Gratis: true, Direccion: CP: 28004, CALLE BARCELO
(11958700) Titulo: Re-conexi�n, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE MANUEL VELEZ
(11958988) Titulo: Romer�a a la Virgen de la Torre 2023, Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11944918) Titulo: Rompiendo cadenas. Teatro, Precio: 0, Gratis: true, Direccion: CP: 28034, CALLE MANRESA
(11965031) Titulo: Rondalla, Precio: 0, Gratis: true, Direccion: CP: 28032, CALLE VILLARDONDIEGO
(11965547) Titulo: Rum Rum Trasto Cars, Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11900113) Titulo: Sacos arom�ticas, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11958879) Titulo: San Isidro, la cocina de hoy y del ayer, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE MANUEL VELEZ
(11965501) Titulo: Sanando cuentos de princesas, Precio: 0, Gratis: true, Direccion: CP: 28022, AVENIDA S�PTIMA
(11934569) Titulo: Scape room, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11907590) Titulo: Semifinal y final del I Torneo de Cat�n, Precio: 0, Gratis: true, Direccion: CP: 28005, CALLE SAN JUSTO
(11902887) Titulo: Senda de Pe�arrubia, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11902964) Titulo: Senda de Pe�arrubia, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11601947) Titulo: Senda 'Descubriendo los �rboles del Retiro' y taller de semilleros., Precio: 0, Gratis: true, Direccion: CP: 28009, Ntilde EZ
(11940544) Titulo: Senda 'Los �rboles aut�ctonos en el parque del Retiro', Precio: 0, Gratis: true, Direccion: CP: 28009, Ntilde EZ
(11941352) Titulo: Sensaciones, Precio: 0, Gratis: true, Direccion: CP: 28047, CALLE CASTROSERNA
(11912827) Titulo: Serrana - Latina, Precio: 0, Gratis: true, Direccion: CP: 28044, AVENIDA LAS AGUILAS
(11934568) Titulo: Sesi�n de disco: Equinoccio de primavera, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11803947) Titulo: Sesi�n de Mindfulness  (ON LINE) del Centro de Apoyo a las Familias 6, Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11156310) Titulo: Sesi�n6. �Enhorabuena, piquito de oro!. Con actuaci�n final para mostrar el trabajo realizado, Precio: 0, Gratis: true, Direccion: CP: 28029, CALLE ARZOBISPO MORCILLO
(11882130) Titulo: Shiatsu y emociones, Precio: 0, Gratis: true, Direccion: CP: 28017, CALLE NUESTRA SE�ORA DEL VILLAR
(11957876) Titulo: Shiatsu, para tu salud, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE MANUEL VELEZ
(11965459) Titulo: Si la abuela fuera piloto, Precio: 0, Gratis: true, Direccion: CP: 28022, AVENIDA S�PTIMA
(11940791) Titulo: Si se calla el cantor, Precio: 0, Gratis: true, Direccion: CP: 28024, CALLE FUENTE DEL TIRO
(11957744) Titulo: Siempre en camino, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE ZAZUAR
(11903521) Titulo: Siete autores, Precio: 0, Gratis: true, Direccion: CP: 28022, AVENIDA S�PTIMA
(10343747) Titulo: Sistema creado probando, Precio: 0, Gratis: true, Direccion: CP: 28029, AVENIDA MONFORTE DE LEMOS
(10343762) Titulo: Sistema propio probando, Precio: 0, Gratis: true, Direccion: CP: 28029, AVENIDA MONFORTE DE LEMOS
(11912860) Titulo: Solo - CentroCentro, Precio: 0, Gratis: true, Direccion: CP: 28029, PLAZA DONOSO
(11958686) Titulo: Sorolla y la luz, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE ZAZUAR
(11962632) Titulo: Spes Esperanza., Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11958553) Titulo: Sr. Nadie, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO FERN�N N��EZ
(11934571) Titulo: Story Cubes, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11944333) Titulo: Storytime: A world of magic, Precio: 0, Gratis: true, Direccion: CP: 28049, Avenida Santuario de Valverde
(11947244) Titulo: Sufragistas, Precio: 0, Gratis: true, Direccion: CP: 28007, PLAZA DAOIZ Y VELARDE
(11748047) Titulo: Taller de ajedrez, Precio: 0, Gratis: true, Direccion: CP: 28001, CALLE NU�EZ DE BALBOA
(11497744) Titulo: Taller de alem�n, Precio: 0, Gratis: true, Direccion: CP: 28024, CALLE GRANJA DE TORREHERMOSA
(11933202) Titulo: Taller de c�mic, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11933039) Titulo: Taller de creaci�n colectiva, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11961309) Titulo: Taller de creaci�n literaria, Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11966497) Titulo: Taller de creaci�n literaria por la tarde, Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11965572) Titulo: Taller de danza africana, Precio: 0, Gratis: true, Direccion: CP: 28022, AVENIDA S�PTIMA
